brain_type,duration_type,seed,frame,coverage_pct
subsumption,long,8,800,0.084
subsumption,long,8,900,0.0924
subsumption,long,8,1000,0.104
subsumption,long,8,1100,0.1108
subsumption,long,8,1200,0.13
subsumption,long,8,1300,0.1404
subsumption,long,8,1400,0.1512
subsumption,long,8,1500,0.1544
subsumption,long,8,1600,0.1596
subsumption,long,8,1700,0.1668
subsumption,long,8,1800,0.1736
subsumption,long,8,1900,0.1836
subsumption,long,8,2000,0.1872
subsumption,long,8,2100,0.1888
subsumption,long,8,2200,0.196
subsumption,long,8,2300,0.2076
subsumption,long,8,2400,0.22
subsumption,long,8,2500,0.2244
subsumption,long,8,2600,0.2332
subsumption,long,8,2700,0.242
subsumption,long,8,2800,0.2432
subsumption,long,8,2900,0.2452
subsumption,long,8,3000,0.2496
subsumption,long,8,3100,0.254
subsumption,long,8,3200,0.2696
subsumption,long,8,3300,0.276
subsumption,long,8,3400,0.2828
subsumption,long,8,3500,0.2848
subsumption,long,8,3600,0.2876
subsumption,long,8,3700,0.2896
subsumption,long,8,3800,0.2928
subsumption,long,8,3900,0.2952
subsumption,long,8,4000,0.2956
subsumption,long,8,4100,0.2984
subsumption,long,8,4200,0.302
subsumption,long,8,4300,0.3032
subsumption,long,8,4400,0.3048
subsumption,long,8,4500,0.3072
subsumption,long,8,4600,0.31
subsumption,long,8,4700,0.3196
subsumption,long,8,4800,0.322
subsumption,long,8,4900,0.3256
subsumption,long,8,5000,0.3312
subsumption,long,9,100,0.0244
subsumption,long,9,200,0.0368
subsumption,long,9,300,0.0492
subsumption,long,9,400,0.06
subsumption,long,9,500,0.0704
subsumption,long,9,600,0.0856
subsumption,long,9,700,0.0976
subsumption,long,9,800,0.1112
subsumption,long,9,900,0.1148
subsumption,long,9,1000,0.1244
subsumption,long,9,1100,0.1308
subsumption,long,9,1200,0.1388
subsumption,long,9,1300,0.1472
subsumption,long,9,1400,0.1524
subsumption,long,9,1500,0.1628
subsumption,long,9,1600,0.172
subsumption,long,9,1700,0.1852
subsumption,long,9,1800,0.1912
subsumption,long,9,1900,0.1964
subsumption,long,9,2000,0.2012
subsumption,long,9,2100,0.204
subsumption,long,9,2200,0.2064
subsumption,long,9,2300,0.2076
subsumption,long,9,2400,0.2128
subsumption,long,9,2500,0.2244
subsumption,long,9,2600,0.2336
subsumption,long,9,2700,0.2452
subsumption,long,9,2800,0.2552
subsumption,long,9,2900,0.2628
subsumption,long,9,3000,0.2664
subsumption,long,9,3100,0.2724
subsumption,long,9,3200,0.2748
subsumption,long,9,3300,0.2764
subsumption,long,9,3400,0.2804
subsumption,long,9,3500,0.2872
subsumption,long,9,3600,0.2924
subsumption,long,9,3700,0.294
subsumption,long,9,3800,0.2972
subsumption,long,9,3900,0.3036
subsumption,long,9,4000,0.3076
subsumption,long,9,4100,0.3108
subsumption,long,9,4200,0.3176
subsumption,long,9,4300,0.3204
subsumption,long,9,4400,0.3256
subsumption,long,9,4500,0.3268
subsumption,long,9,4600,0.3284
subsumption,long,9,4700,0.336
subsumption,long,9,4800,0.344
subsumption,long,9,4900,0.3532
subsumption,long,9,5000,0.3596
coverage,long,0,100,0.012
coverage,long,0,200,0.032
coverage,long,0,300,0.0488
coverage,long,0,400,0.0572
coverage,long,0,500,0.0636
coverage,long,0,600,0.074
coverage,long,0,700,0.0828
coverage,long,0,800,0.094
coverage,long,0,900,0.1128
coverage,long,0,1000,0.1236
coverage,long,0,1100,0.1352
coverage,long,0,1200,0.1408
coverage,long,0,1300,0.1444
coverage,long,0,1400,0.1552
coverage,long,0,1500,0.1588
coverage,long,0,1600,0.16
coverage,long,0,1700,0.166
coverage,long,0,1800,0.1716
coverage,long,0,1900,0.1792
coverage,long,0,2000,0.186
coverage,long,0,2100,0.1888
coverage,long,0,2200,0.1916
coverage,long,0,2300,0.196
coverage,long,0,2400,0.2024
coverage,long,0,2500,0.2076
coverage,long,0,2600,0.2132
coverage,long,0,2700,0.2188
coverage,long,0,2800,0.2252
coverage,long,0,2900,0.2292
coverage,long,0,3000,0.2304
coverage,long,0,3100,0.2356
coverage,long,0,3200,0.24
coverage,long,0,3300,0.244
coverage,long,0,3400,0.2476
coverage,long,0,3500,0.25
coverage,long,0,3600,0.252
coverage,long,0,3700,0.254
coverage,long,0,3800,0.254
coverage,long,0,3900,0.256
coverage,long,0,4000,0.2568
coverage,long,0,4100,0.2576
coverage,long,0,4200,0.2584
coverage,long,0,4300,0.2584
coverage,long,0,4400,0.2592
coverage,long,0,4500,0.2592
coverage,long,0,4600,0.2596
coverage,long,0,4700,0.2628
coverage,long,0,4800,0.2668
coverage,long,0,4900,0.2716
coverage,long,0,5000,0.276
coverage,long,1,100,0.0132
coverage,long,1,200,0.028
coverage,long,1,300,0.0416
coverage,long,1,400,0.0464
coverage,long,1,500,0.0528
coverage,long,1,600,0.0624
coverage,long,1,700,0.0744
coverage,long,1,800,0.0848
coverage,long,1,900,0.0964
coverage,long,1,1000,0.1052
coverage,long,1,1100,0.1108
coverage,long,1,1200,0.1168
coverage,long,1,1300,0.1232
coverage,long,1,1400,0.1256
coverage,long,1,1500,0.1304
coverage,long,1,1600,0.1416
coverage,long,1,1700,0.146
coverage,long,1,1800,0.1492
coverage,long,1,1900,0.15
coverage,long,1,2000,0.154
coverage,long,1,2100,0.1592
coverage,long,1,2200,0.1612
coverage,long,1,2300,0.1612
coverage,long,1,2400,0.1648
coverage,long,1,2500,0.1688
coverage,long,1,2600,0.174
coverage,long,1,2700,0.1752
coverage,long,1,2800,0.1772
coverage,long,1,2900,0.1788
coverage,long,1,3000,0.1812
coverage,long,1,3100,0.1856
coverage,long,1,3200,0.186
coverage,long,1,3300,0.188
coverage,long,1,3400,0.1904
coverage,long,1,3500,0.194
coverage,long,1,3600,0.1964
coverage,long,1,3700,0.2004
coverage,long,1,3800,0.204
coverage,long,1,3900,0.2056
coverage,long,1,4000,0.2068
coverage,long,1,4100,0.2068
coverage,long,1,4200,0.2072
coverage,long,1,4300,0.2076
coverage,long,1,4400,0.2076
coverage,long,1,4500,0.2076
coverage,long,1,4600,0.2076
coverage,long,1,4700,0.2076
coverage,long,1,4800,0.208
coverage,long,1,4900,0.208
coverage,long,1,5000,0.2088
coverage,long,2,100,0.0228
coverage,long,2,200,0.0404
coverage,long,2,300,0.0536
coverage,long,2,400,0.0728
coverage,long,2,500,0.0736
coverage,long,2,600,0.088
coverage,long,2,700,0.0928
coverage,long,2,800,0.0972
coverage,long,2,900,0.1016
coverage,long,2,1000,0.1068
coverage,long,2,1100,0.1092
coverage,long,2,1200,0.1104
coverage,long,2,1300,0.1156
coverage,long,2,1400,0.1224
coverage,long,2,1500,0.128
coverage,long,2,1600,0.1332
coverage,long,2,1700,0.1412
coverage,long,2,1800,0.1496
coverage,long,2,1900,0.1596
coverage,long,2,2000,0.1688
coverage,long,2,2100,0.1724
coverage,long,2,2200,0.1728
coverage,long,2,2300,0.1744
coverage,long,2,2400,0.1768
coverage,long,2,2500,0.1804
coverage,long,2,2600,0.1904
coverage,long,2,2700,0.196
coverage,long,2,2800,0.2008
coverage,long,2,2900,0.2084
coverage,long,2,3000,0.2168
coverage,long,2,3100,0.2192
coverage,long,2,3200,0.2248
coverage,long,2,3300,0.2368
coverage,long,2,3400,0.2404
coverage,long,2,3500,0.2436
coverage,long,2,3600,0.2472
coverage,long,2,3700,0.2472
coverage,long,2,3800,0.248
coverage,long,2,3900,0.2528
coverage,long,2,4000,0.26
coverage,long,2,4100,0.2648
coverage,long,2,4200,0.2668
coverage,long,2,4300,0.2672
coverage,long,2,4400,0.2672
coverage,long,2,4500,0.2716
coverage,long,2,4600,0.2792
coverage,long,2,4700,0.284
coverage,long,2,4800,0.2896
coverage,long,2,4900,0.2912
coverage,long,2,5000,0.2928
coverage,long,3,100,0.022
coverage,long,3,200,0.042
coverage,long,3,300,0.0472
coverage,long,3,400,0.058
coverage,long,3,500,0.0632
coverage,long,3,600,0.0744
coverage,long,3,700,0.0784
coverage,long,3,800,0.0876
coverage,long,3,900,0.0892
coverage,long,3,1000,0.0952
coverage,long,3,1100,0.1044
coverage,long,3,1200,0.1076
coverage,long,3,1300,0.1128
coverage,long,3,1400,0.114
coverage,long,3,1500,0.1236
coverage,long,3,1600,0.134
coverage,long,3,1700,0.1388
coverage,long,3,1800,0.14
coverage,long,3,1900,0.148
coverage,long,3,2000,0.1592
coverage,long,3,2100,0.1612
coverage,long,3,2200,0.166
coverage,long,3,2300,0.1724
coverage,long,3,2400,0.1792
coverage,long,3,2500,0.1872
coverage,long,3,2600,0.198
coverage,long,3,2700,0.2024
coverage,long,3,2800,0.2104
coverage,long,3,2900,0.2112
coverage,long,3,3000,0.2164
coverage,long,3,3100,0.226
coverage,long,3,3200,0.2372
coverage,long,3,3300,0.2412
coverage,long,3,3400,0.2412
coverage,long,3,3500,0.2424
coverage,long,3,3600,0.2432
coverage,long,3,3700,0.2448
coverage,long,3,3800,0.2464
coverage,long,3,3900,0.2476
coverage,long,3,4000,0.2488
coverage,long,3,4100,0.2488
coverage,long,3,4200,0.25
coverage,long,3,4300,0.2576
coverage,long,3,4400,0.2644
coverage,long,3,4500,0.2676
coverage,long,3,4600,0.2676
coverage,long,3,4700,0.2704
coverage,long,3,4800,0.272
coverage,long,3,4900,0.2724
coverage,long,3,5000,0.2784
coverage,long,4,100,0.0216
coverage,long,4,200,0.046
coverage,long,4,300,0.0636
coverage,long,4,400,0.0776
coverage,long,4,500,0.0832
coverage,long,4,600,0.0904
coverage,long,4,700,0.0996
coverage,long,4,800,0.1024
coverage,long,4,900,0.1112
coverage,long,4,1000,0.1172
coverage,long,4,1100,0.1224
coverage,long,4,1200,0.126
coverage,long,4,1300,0.1324
coverage,long,4,1400,0.1372
coverage,long,4,1500,0.1376
coverage,long,4,1600,0.1396
coverage,long,4,1700,0.142
coverage,long,4,1800,0.1452
coverage,long,4,1900,0.1532
coverage,long,4,2000,0.1564
coverage,long,4,2100,0.1572
coverage,long,4,2200,0.1572
coverage,long,4,2300,0.1584
coverage,long,4,2400,0.162
coverage,long,4,2500,0.1684
coverage,long,4,2600,0.17
coverage,long,4,2700,0.1728
coverage,long,4,2800,0.1728
coverage,long,4,2900,0.1732
coverage,long,4,3000,0.1732
coverage,long,4,3100,0.1732
coverage,long,4,3200,0.1732
coverage,long,4,3300,0.1748
coverage,long,4,3400,0.1756
coverage,long,4,3500,0.1756
coverage,long,4,3600,0.1764
coverage,long,4,3700,0.1764
coverage,long,4,3800,0.1788
coverage,long,4,3900,0.1832
coverage,long,4,4000,0.1836
coverage,long,4,4100,0.1836
coverage,long,4,4200,0.1844
coverage,long,4,4300,0.1848
coverage,long,4,4400,0.1852
coverage,long,4,4500,0.1852
coverage,long,4,4600,0.1856
coverage,long,4,4700,0.1856
coverage,long,4,4800,0.1872
coverage,long,4,4900,0.1892
coverage,long,4,5000,0.1912
coverage,long,5,100,0.0184
coverage,long,5,200,0.0416
coverage,long,5,300,0.0552
coverage,long,5,400,0.0692
coverage,long,5,500,0.0768
coverage,long,5,600,0.0884
coverage,long,5,700,0.1064
coverage,long,5,800,0.1176
coverage,long,5,900,0.1284
coverage,long,5,1000,0.1392
coverage,long,5,1100,0.1464
coverage,long,5,1200,0.1504
coverage,long,5,1300,0.1556
coverage,long,5,1400,0.1624
coverage,long,5,1500,0.168
coverage,long,5,1600,0.1696
coverage,long,5,1700,0.1768
coverage,long,5,1800,0.1844
coverage,long,5,1900,0.1864
coverage,long,5,2000,0.1896
coverage,long,5,2100,0.1908
coverage,long,5,2200,0.1944
coverage,long,5,2300,0.1952
coverage,long,5,2400,0.196
coverage,long,5,2500,0.2016
coverage,long,5,2600,0.2064
coverage,long,5,2700,0.208
coverage,long,5,2800,0.212
coverage,long,5,2900,0.2128
coverage,long,5,3000,0.2152
coverage,long,5,3100,0.2156
coverage,long,5,3200,0.2188
coverage,long,5,3300,0.2252
coverage,long,5,3400,0.2276
coverage,long,5,3500,0.228
coverage,long,5,3600,0.2304
coverage,long,5,3700,0.2308
coverage,long,5,3800,0.234
coverage,long,5,3900,0.2356
coverage,long,5,4000,0.2364
coverage,long,5,4100,0.238
coverage,long,5,4200,0.2384
coverage,long,5,4300,0.2384
coverage,long,5,4400,0.2392
coverage,long,5,4500,0.2408
coverage,long,5,4600,0.2412
coverage,long,5,4700,0.2412
coverage,long,5,4800,0.242
coverage,long,5,4900,0.2428
coverage,long,5,5000,0.2448
coverage,long,6,100,0.01
coverage,long,6,200,0.0144
coverage,long,6,300,0.0244
coverage,long,6,400,0.0348
coverage,long,6,500,0.0416
coverage,long,6,600,0.056
coverage,long,6,700,0.06
coverage,long,6,800,0.0748
coverage,long,6,900,0.082
coverage,long,6,1000,0.086
coverage,long,6,1100,0.0912
coverage,long,6,1200,0.0968
coverage,long,6,1300,0.1056
coverage,long,6,1400,0.1164
coverage,long,6,1500,0.1316
coverage,long,6,1600,0.144
coverage,long,6,1700,0.1556
coverage,long,6,1800,0.1636
coverage,long,6,1900,0.1672
coverage,long,6,2000,0.1728
coverage,long,6,2100,0.18
coverage,long,6,2200,0.1864
coverage,long,6,2300,0.1908
coverage,long,6,2400,0.1984
coverage,long,6,2500,0.2028
coverage,long,6,2600,0.2052
coverage,long,6,2700,0.2088
coverage,long,6,2800,0.2144
coverage,long,6,2900,0.2188
coverage,long,6,3000,0.2272
coverage,long,6,3100,0.2328
coverage,long,6,3200,0.2392
coverage,long,6,3300,0.2428
coverage,long,6,3400,0.2476
coverage,long,6,3500,0.254
coverage,long,6,3600,0.2568
coverage,long,6,3700,0.2608
coverage,long,6,3800,0.2688
coverage,long,6,3900,0.2692
coverage,long,6,4000,0.2784
coverage,long,6,4100,0.2812
coverage,long,6,4200,0.2816
coverage,long,6,4300,0.282
coverage,long,6,4400,0.2836
coverage,long,6,4500,0.2856
coverage,long,6,4600,0.2864
coverage,long,6,4700,0.288
coverage,long,6,4800,0.2896
coverage,long,6,4900,0.292
coverage,long,6,5000,0.292
coverage,long,7,100,0.0144
coverage,long,7,200,0.0228
coverage,long,7,300,0.0288
coverage,long,7,400,0.036
coverage,long,7,500,0.0452
coverage,long,7,600,0.0548
coverage,long,7,700,0.062
coverage,long,7,800,0.0724
coverage,long,7,900,0.082
coverage,long,7,1000,0.0856
coverage,long,7,1100,0.0908
coverage,long,7,1200,0.0972
coverage,long,7,1300,0.1016
coverage,long,7,1400,0.1076
coverage,long,7,1500,0.1128
coverage,long,7,1600,0.1208
coverage,long,7,1700,0.1344
coverage,long,7,1800,0.1404
coverage,long,7,1900,0.1464
coverage,long,7,2000,0.1536
coverage,long,7,2100,0.1552
coverage,long,7,2200,0.1588
coverage,long,7,2300,0.16
coverage,long,7,2400,0.1648
coverage,long,7,2500,0.1688
coverage,long,7,2600,0.174
coverage,long,7,2700,0.1764
coverage,long,7,2800,0.182
coverage,long,7,2900,0.188
coverage,long,7,3000,0.1984
coverage,long,7,3100,0.2016
coverage,long,7,3200,0.2024
coverage,long,7,3300,0.2072
coverage,long,7,3400,0.2104
coverage,long,7,3500,0.2124
coverage,long,7,3600,0.2148
coverage,long,7,3700,0.222
coverage,long,7,3800,0.224
coverage,long,7,3900,0.2252
coverage,long,7,4000,0.2308
coverage,long,7,4100,0.2324
coverage,long,7,4200,0.2324
coverage,long,7,4300,0.2324
coverage,long,7,4400,0.2356
coverage,long,7,4500,0.2392
coverage,long,7,4600,0.2468
coverage,long,7,4700,0.25
coverage,long,7,4800,0.25
coverage,long,7,4900,0.25
coverage,long,7,5000,0.2516
coverage,long,8,100,0.0088
coverage,long,8,200,0.0284
coverage,long,8,300,0.0356
coverage,long,8,400,0.0508
coverage,long,8,500,0.06
coverage,long,8,600,0.0712
coverage,long,8,700,0.08
coverage,long,8,800,0.0984
coverage,long,8,900,0.1104
coverage,long,8,1000,0.1184
coverage,long,8,1100,0.1268
coverage,long,8,1200,0.1392
coverage,long,8,1300,0.1508
coverage,long,8,1400,0.1604
coverage,long,8,1500,0.1728
coverage,long,8,1600,0.1816
coverage,long,8,1700,0.186
coverage,long,8,1800,0.1868
coverage,long,8,1900,0.1884
coverage,long,8,2000,0.1936
coverage,long,8,2100,0.2012
coverage,long,8,2200,0.206
coverage,long,8,2300,0.2088
coverage,long,8,2400,0.2156
coverage,long,8,2500,0.218
coverage,long,8,2600,0.224
coverage,long,8,2700,0.2316
coverage,long,8,2800,0.2404
coverage,long,8,2900,0.2424
coverage,long,8,3000,0.2428
coverage,long,8,3100,0.248
coverage,long,8,3200,0.2496
coverage,long,8,3300,0.2496
coverage,long,8,3400,0.2548
coverage,long,8,3500,0.2576
coverage,long,8,3600,0.262
coverage,long,8,3700,0.2648
coverage,long,8,3800,0.2692
coverage,long,8,3900,0.2764
coverage,long,8,4000,0.2808
coverage,long,8,4100,0.2872
coverage,long,8,4200,0.2916
coverage,long,8,4300,0.2944
coverage,long,8,4400,0.2948
coverage,long,8,4500,0.2948
coverage,long,8,4600,0.2992
coverage,long,8,4700,0.3008
coverage,long,8,4800,0.302
coverage,long,8,4900,0.3036
coverage,long,8,5000,0.306
coverage,long,9,100,0.0216
coverage,long,9,200,0.036
coverage,long,9,300,0.0444
coverage,long,9,400,0.0516
coverage,long,9,500,0.0548
coverage,long,9,600,0.0648
coverage,long,9,700,0.0708
coverage,long,9,800,0.0756
coverage,long,9,900,0.076
coverage,long,9,1000,0.0768
coverage,long,9,1100,0.0768
coverage,long,9,1200,0.0792
coverage,long,9,1300,0.0816
coverage,long,9,1400,0.0816
coverage,long,9,1500,0.0856
coverage,long,9,1600,0.088
coverage,long,9,1700,0.0884
coverage,long,9,1800,0.0884
coverage,long,9,1900,0.0884
coverage,long,9,2000,0.0888
coverage,long,9,2100,0.0908
coverage,long,9,2200,0.092
coverage,long,9,2300,0.0928
coverage,long,9,2400,0.0928
coverage,long,9,2500,0.0932
coverage,long,9,2600,0.0932
coverage,long,9,2700,0.0936
coverage,long,9,2800,0.0936
coverage,long,9,2900,0.0936
coverage,long,9,3000,0.0936
coverage,long,9,3100,0.0936
coverage,long,9,3200,0.0956
coverage,long,9,3300,0.0964
coverage,long,9,3400,0.098
coverage,long,9,3500,0.098
coverage,long,9,3600,0.0984
coverage,long,9,3700,0.0984
coverage,long,9,3800,0.0996
coverage,long,9,3900,0.0996
coverage,long,9,4000,0.0996
coverage,long,9,4100,0.0996
coverage,long,9,4200,0.0996
coverage,long,9,4300,0.0996
coverage,long,9,4400,0.0996
coverage,long,9,4500,0.0996
coverage,long,9,4600,0.0996
coverage,long,9,4700,0.0996
coverage,long,9,4800,0.1004
coverage,long,9,4900,0.1012
coverage,long,9,5000,0.1012
qlearning,long,0,100,0.0148
qlearning,long,0,200,0.0372
qlearning,long,0,300,0.0532
qlearning,long,0,400,0.0648
qlearning,long,0,500,0.066
qlearning,long,0,600,0.0712
qlearning,long,0,700,0.0728
qlearning,long,0,800,0.082
qlearning,long,0,900,0.0932
qlearning,long,0,1000,0.0948
qlearning,long,0,1100,0.1004
qlearning,long,0,1200,0.1064
qlearning,long,0,1300,0.108
qlearning,long,0,1400,0.1144
qlearning,long,0,1500,0.1176
qlearning,long,0,1600,0.1264
qlearning,long,0,1700,0.134
qlearning,long,0,1800,0.1392
qlearning,long,0,1900,0.1488
qlearning,long,0,2000,0.1516
qlearning,long,0,2100,0.158
qlearning,long,0,2200,0.162
qlearning,long,0,2300,0.1624
qlearning,long,0,2400,0.1636
qlearning,long,0,2500,0.1664
qlearning,long,0,2600,0.1676
qlearning,long,0,2700,0.1728
qlearning,long,0,2800,0.1744
qlearning,long,0,2900,0.18
qlearning,long,0,3000,0.1816
qlearning,long,0,3100,0.1848
qlearning,long,0,3200,0.1856
qlearning,long,0,3300,0.1904
qlearning,long,0,3400,0.1968
qlearning,long,0,3500,0.2012
qlearning,long,0,3600,0.2092
qlearning,long,0,3700,0.2152
qlearning,long,0,3800,0.2204
qlearning,long,0,3900,0.2204
qlearning,long,0,4000,0.222
qlearning,long,0,4100,0.226
qlearning,long,0,4200,0.2276
qlearning,long,0,4300,0.23
qlearning,long,0,4400,0.2312
qlearning,long,0,4500,0.2332
qlearning,long,0,4600,0.2368
qlearning,long,0,4700,0.2388
qlearning,long,0,4800,0.2388
qlearning,long,0,4900,0.2388
qlearning,long,0,5000,0.2408
qlearning,long,1,100,0.0152
qlearning,long,1,200,0.0244
qlearning,long,1,300,0.034
qlearning,long,1,400,0.0416
qlearning,long,1,500,0.048
qlearning,long,1,600,0.0636
qlearning,long,1,700,0.086
qlearning,long,1,800,0.0992
qlearning,long,1,900,0.1068
qlearning,long,1,1000,0.1188
qlearning,long,1,1100,0.1292
qlearning,long,1,1200,0.1436
qlearning,long,1,1300,0.1532
qlearning,long,1,1400,0.1604
qlearning,long,1,1500,0.1736
qlearning,long,1,1600,0.186
qlearning,long,1,1700,0.192
qlearning,long,1,1800,0.2
qlearning,long,1,1900,0.2096
qlearning,long,1,2000,0.214
qlearning,long,1,2100,0.2192
qlearning,long,1,2200,0.2248
qlearning,long,1,2300,0.2292
qlearning,long,1,2400,0.234
qlearning,long,1,2500,0.2412
qlearning,long,1,2600,0.2588
qlearning,long,1,2700,0.268
qlearning,long,1,2800,0.2784
qlearning,long,1,2900,0.2836
qlearning,long,1,3000,0.2924
qlearning,long,1,3100,0.304
qlearning,long,1,3200,0.3164
qlearning,long,1,3300,0.3228
qlearning,long,1,3400,0.3256
qlearning,long,1,3500,0.3332
qlearning,long,1,3600,0.3376
qlearning,long,1,3700,0.3504
qlearning,long,1,3800,0.358
qlearning,long,1,3900,0.3616
qlearning,long,1,4000,0.3648
qlearning,long,1,4100,0.372
qlearning,long,1,4200,0.3724
qlearning,long,1,4300,0.3768
qlearning,long,1,4400,0.3824
qlearning,long,1,4500,0.3912
qlearning,long,1,4600,0.4
qlearning,long,1,4700,0.4028
qlearning,long,1,4800,0.4064
qlearning,long,1,4900,0.4124
qlearning,long,1,5000,0.4148
qlearning,long,2,100,0.0192
qlearning,long,2,200,0.0404
qlearning,long,2,300,0.0564
qlearning,long,2,400,0.0656
qlearning,long,2,500,0.072
qlearning,long,2,600,0.0744
qlearning,long,2,700,0.086
qlearning,long,2,800,0.0996
qlearning,long,2,900,0.1072
qlearning,long,2,1000,0.1096
qlearning,long,2,1100,0.12
qlearning,long,2,1200,0.1252
qlearning,long,2,1300,0.13
qlearning,long,2,1400,0.132
qlearning,long,2,1500,0.1336
qlearning,long,2,1600,0.1444
qlearning,long,2,1700,0.152
qlearning,long,2,1800,0.1628
qlearning,long,2,1900,0.1692
qlearning,long,2,2000,0.176
qlearning,long,2,2100,0.1832
qlearning,long,2,2200,0.1908
qlearning,long,2,2300,0.1968
qlearning,long,2,2400,0.2016
qlearning,long,2,2500,0.2036
qlearning,long,2,2600,0.2116
qlearning,long,2,2700,0.2172
qlearning,long,2,2800,0.2216
qlearning,long,2,2900,0.2224
qlearning,long,2,3000,0.2232
qlearning,long,2,3100,0.2268
qlearning,long,2,3200,0.232
qlearning,long,2,3300,0.2368
qlearning,long,2,3400,0.2424
qlearning,long,2,3500,0.2508
qlearning,long,2,3600,0.2564
qlearning,long,2,3700,0.2576
qlearning,long,2,3800,0.2656
qlearning,long,2,3900,0.2684
qlearning,long,2,4000,0.2708
qlearning,long,2,4100,0.276
qlearning,long,2,4200,0.2836
qlearning,long,2,4300,0.2868
qlearning,long,2,4400,0.2944
qlearning,long,2,4500,0.306
qlearning,long,2,4600,0.3176
qlearning,long,2,4700,0.3212
qlearning,long,2,4800,0.3228
qlearning,long,2,4900,0.33
qlearning,long,2,5000,0.3312
qlearning,long,3,100,0.0244
qlearning,long,3,200,0.0436
qlearning,long,3,300,0.0568
qlearning,long,3,400,0.0732
qlearning,long,3,500,0.0824
qlearning,long,3,600,0.1052
qlearning,long,3,700,0.114
qlearning,long,3,800,0.1312
qlearning,long,3,900,0.1436
qlearning,long,3,1000,0.1492
qlearning,long,3,1100,0.162
qlearning,long,3,1200,0.1664
qlearning,long,3,1300,0.1676
qlearning,long,3,1400,0.168
qlearning,long,3,1500,0.1684
qlearning,long,3,1600,0.1728
qlearning,long,3,1700,0.1868
qlearning,long,3,1800,0.1944
qlearning,long,3,1900,0.2076
qlearning,long,3,2000,0.2172
qlearning,long,3,2100,0.2224
qlearning,long,3,2200,0.2272
qlearning,long,3,2300,0.2316
qlearning,long,3,2400,0.2328
qlearning,long,3,2500,0.2368
qlearning,long,3,2600,0.2432
qlearning,long,3,2700,0.2568
qlearning,long,3,2800,0.264
qlearning,long,3,2900,0.2696
qlearning,long,3,3000,0.2728
qlearning,long,3,3100,0.2728
qlearning,long,3,3200,0.2752
qlearning,long,3,3300,0.2816
qlearning,long,3,3400,0.2888
qlearning,long,3,3500,0.3012
qlearning,long,3,3600,0.3188
qlearning,long,3,3700,0.3236
qlearning,long,3,3800,0.3252
qlearning,long,3,3900,0.3284
qlearning,long,3,4000,0.3312
qlearning,long,3,4100,0.3368
qlearning,long,3,4200,0.342
qlearning,long,3,4300,0.348
qlearning,long,3,4400,0.352
qlearning,long,3,4500,0.356
qlearning,long,3,4600,0.36
qlearning,long,3,4700,0.3676
qlearning,long,3,4800,0.3732
qlearning,long,3,4900,0.3792
qlearning,long,3,5000,0.384
qlearning,long,4,100,0.0148
qlearning,long,4,200,0.0252
qlearning,long,4,300,0.04
qlearning,long,4,400,0.0604
qlearning,long,4,500,0.0684
qlearning,long,4,600,0.0788
qlearning,long,4,700,0.082
qlearning,long,4,800,0.092
qlearning,long,4,900,0.0992
qlearning,long,4,1000,0.1096
qlearning,long,4,1100,0.1144
qlearning,long,4,1200,0.1268
qlearning,long,4,1300,0.1368
qlearning,long,4,1400,0.1468
qlearning,long,4,1500,0.1548
qlearning,long,4,1600,0.1568
qlearning,long,4,1700,0.1572
qlearning,long,4,1800,0.1608
qlearning,long,4,1900,0.1692
qlearning,long,4,2000,0.1768
qlearning,long,4,2100,0.1836
qlearning,long,4,2200,0.186
qlearning,long,4,2300,0.1868
qlearning,long,4,2400,0.1912
qlearning,long,4,2500,0.1972
qlearning,long,4,2600,0.2048
qlearning,long,4,2700,0.2048
qlearning,long,4,2800,0.208
qlearning,long,4,2900,0.208
qlearning,long,4,3000,0.2128
qlearning,long,4,3100,0.226
qlearning,long,4,3200,0.2384
qlearning,long,4,3300,0.248
qlearning,long,4,3400,0.2576
qlearning,long,4,3500,0.26
qlearning,long,4,3600,0.264
qlearning,long,4,3700,0.2728
qlearning,long,4,3800,0.2832
qlearning,long,4,3900,0.2944
qlearning,long,4,4000,0.3012
qlearning,long,4,4100,0.304
qlearning,long,4,4200,0.3068
qlearning,long,4,4300,0.3112
qlearning,long,4,4400,0.3172
qlearning,long,4,4500,0.3244
qlearning,long,4,4600,0.3284
qlearning,long,4,4700,0.3304
qlearning,long,4,4800,0.3352
qlearning,long,4,4900,0.3416
qlearning,long,4,5000,0.3468
qlearning,long,5,100,0.0168
qlearning,long,5,200,0.0388
qlearning,long,5,300,0.0604
qlearning,long,5,400,0.0772
qlearning,long,5,500,0.0876
qlearning,long,5,600,0.0996
qlearning,long,5,700,0.1092
qlearning,long,5,800,0.1176
qlearning,long,5,900,0.1272
qlearning,long,5,1000,0.1348
qlearning,long,5,1100,0.1404
qlearning,long,5,1200,0.1472
qlearning,long,5,1300,0.1528
qlearning,long,5,1400,0.1588
qlearning,long,5,1500,0.1632
qlearning,long,5,1600,0.1696
qlearning,long,5,1700,0.1768
qlearning,long,5,1800,0.1908
qlearning,long,5,1900,0.1992
qlearning,long,5,2000,0.2092
qlearning,long,5,2100,0.2092
qlearning,long,5,2200,0.22
qlearning,long,5,2300,0.2284
qlearning,long,5,2400,0.236
qlearning,long,5,2500,0.2372
qlearning,long,5,2600,0.2412
qlearning,long,5,2700,0.2452
